0	0	1	1297643541	4d587815cd6fa3405557d4b7
1	0	1	1297890453	4d5c3c95db0d28fdacd0e088
2	1	1	1298607033	4d672bb9146328fd6ad16ca5
3	2	1	1298760100	4d6981a431fb28fd8d95f25c
4	0	1	1298852674	4d6aeb4231fb28fd44fff25c
5	0	1	1300036280	4d7cfab8c6982da1f2697bfa
6	2	1	1300927719	4d8a94e7b1a228fdd863ce1a
5	0	1	1301673650	4d95f6b2470528fd29ca89a9
7	3	1	1311189403	4e27299bc65bb6120fd2f8da
8	3	1	1313719520	4e4dc4e0d4c0b6da5d675b82
9	1	1	1313726718	4e4de0fe62e14b77e386f61b
10	0	1	1314150660	4e54590488770c1e522a0258
11	1	1	1314932939	4e6048cbaeb7360313fb0d9a
12	1	1	1315769562	4e6d0cda2271d308c83886db
12	1	1	1315774166	4e6d1ed6d16456d6bd784cf8
13	1	1	1315879669	4e6ebaf5b0fbacf2ad784fdb
11	1	1	1316138483	4e72adf31495dffb8e96ed62
14	1	1	1316140545	4e72b601d22d2fd313fce0ed
15	3	1	1316544636	4e78e07cfa769112d58e7f34
16	3	1	1316548877	4e78f10d887738167da56a63
17	3	1	1316560992	4e792060d22de127d7c4699c
12	4	1	1316628042	4e7a264a1f6e07f9180702e4
14	1	1	1316745104	4e7bef908998364a7a81b7e2
18	1	1	1316904994	4e7e6022e5fa1ee46632691f
19	1	1	1317412727	4e861f77775bb844cf9e5383
11	0	1	1317867510	4e8d0ff69adf8e728c607342
20	0	1	1317871633	4e8d2011d22d2a85bd92818a
21	0	1	1317923180	4e8de96c55032ad21a4020f8
22	1	1	1318553192	4e978668b634895620584e15
23	3	1	1318643718	4e98e806f79022d7ec45ca4c
24	3	1	1318714598	4e99fce602d5df1b5012eece
25	4	1	1318725221	4e9a266577c807974bcb9b5f
26	5	1	1318801402	4e9b4ffaf790b2a919a666f3
27	6	1	1319021287	4e9eaae7d22d38ff2b783fc0
28	1	1	1319048549	4e9f1565d22d38ff2ba43dab
28	1	1	1319049999	4e9f1b0f29c244b4ef609d33
28	1	1	1319050109	4e9f1b7d0aaf5cc08fc199ba
28	1	1	1319050152	4e9f1ba87ee511e1b7ec7f83
28	1	1	1319050602	4e9f1d6a77c80ac54c221748
28	1	1	1319050755	4e9f1e0355037bf93345a326
28	1	1	1319051355	4e9f205bd3e32ac0ef75098d
28	1	1	1319051393	4e9f20817ee511e1b7ee6cc3
29	3	1	1319247976	4ea22068be7ba4918e21561c
16	3	1	1319319085	4ea3362d61af76b39ce48313
30	3	1	1319384174	4ea4346e6c25b62f3e1dbcb3
8	3	1	1319396782	4ea465ae9a527d6517e2c621
30	3	1	1319401004	4ea4762cb6347b9968a4e4d2
21	3	1	1319405863	4ea489277ee52a35ddc761a3
30	3	1	1319406806	4ea48cd65c5cd12b36892d38
30	3	1	1319410825	4ea49c89e3008f7d9300ae51
31	3	1	1319417555	4ea4b6d3cc2102b34df7f078
32	3	1	1319852548	4eab5a049a522a65af22bba3
33	1	1	1319856943	4eab6b2f02d52c460b41de15
28	3	1	1319913624	4eac4898b8f7a50de99acb6e
28	3	1	1319913650	4eac48b2dab40d1327077c28
28	3	1	1319915115	4eac4e6bcc217eb08f21fd98
28	3	1	1319915696	4eac50b0b8f7a50de99eb251
28	3	1	1319915753	4eac50e930f823f86eadeea2
28	3	1	1319916110	4eac524eb6347a596adb1432
28	3	1	1319916173	4eac528d6c250fcc74fb5c24
28	3	1	1319916488	4eac53c8d3e3846cbd765da6
28	3	1	1319920159	4eac621fb8f7a50de9a70cac
28	3	1	1319920562	4eac63b29adfbd5e5df132ac
34	3	1	1319921900	4eac68ec4690615f262d62a0
34	3	1	1319922067	4eac6993cc21b06a572f7aa1
35	3	1	1320000929	4ead9da1f7906795c3c5e492
36	3	1	1320018257	4eade15129c2a9bb97d1a005
32	3	1	1320023758	4eadf6ce77c8cdc66d8d2dd6
37	6	1	1320044366	4eae474ee5fad025f8791413
38	3	1	1320250713	4eb16d598b813ed0081a03ea
22	3	1	1320280575	4eb1e1ffdab472d4de396a86
32	3	1	1320456373	4eb490b5775b544c26eec8a2
39	3	1	1320462039	4eb4a6d729c212fb6c14405b
40	6	1	1320612924	4eb6f43cb634a04860cedf05
41	3	1	1320619147	4eb70c8b823131626ff2f39d
32	3	1	1320974305	4ebc77e149012e72fe4979ca
42	3	1	1321040984	4ebd7c58f790ce9dc918bd1e
